S,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
1,Sabit Abdulai,gh GHA,MF,Getafe,21,1999,3,0,60,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
2,Marcos Acuña,ar ARG,DF,Sevilla,28,1991,30,26,"2,330",25.9,1,2,3,1,0,0,5,0,1,1,2.6,3.6,65,114,133,0.04,0.08,0.12,0.04,0.12,0.04,0.1,0.14,0.04,0.14,Matches,2020-2021
3,Bobby Adekanye,nl NED,"FW,MF",Cádiz,21,1999,3,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,4,0,4,0,0,0,0,0,0.85,0,0.85,0.85,0.85,Matches,2020-2021
4,Martin Agirregabiria,es ESP,"DF,MF",Alavés,24,1996,26,16,"1,558",17.3,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.9,11,39,36,0,0.06,0.06,0,0.06,0.01,0.04,0.05,0.01,0.05,Matches,2020-2021
5,Joseph Aidoo,gh GHA,DF,Celta Vigo,24,1995,25,14,"1,289",14.3,0,0,0,0,0,0,3,0,0.8,0.8,0.3,1.1,11,43,1,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches,2020-2021
6,Carlos Akapo,gq EQG,DF,Cádiz,27,1993,13,10,865,9.6,1,0,1,1,0,0,3,1,0.3,0.3,0.2,0.5,12,15,15,0.1,0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches,2020-2021
7,Paul Akouokou,ci CIV,MF,Betis,22,1997,10,4,378,4.2,0,0,0,0,0,0,5,1,0,0,0.6,0.6,4,13,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches,2020-2021
8,Jony Álamo,es ESP,MF,Elche,18,2001,1,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,2020-2021
9,Jordi Alba,es ESP,"DF,FW",Barcelona,31,1989,35,34,"3,025",33.6,3,5,8,3,0,0,9,0,1.9,1.9,7.6,9.5,48,197,354,0.09,0.15,0.24,0.09,0.24,0.06,0.22,0.28,0.06,0.28,Matches,2020-2021
10,Raúl Albiol,es ESP,DF,Villarreal,34,1985,35,35,"3,115",34.6,0,0,0,0,0,0,7,0,0.9,0.9,1,1.9,19,136,2,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,2020-2021
11,Paco Alcácer,es ESP,FW,Villarreal,26,1993,27,19,"1,544",17.2,6,4,10,5,1,2,0,0,9,7.5,2.8,10.2,12,13,77,0.35,0.23,0.58,0.29,0.52,0.53,0.16,0.69,0.43,0.6,Matches,2020-2021
12,Pedro Alcalá,es ESP,DF,Cádiz,31,1989,13,8,909,10.1,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,1,11,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,2020-2021
13,Rubén Alcaraz,es ESP,MF,Valladolid,29,1991,30,25,"2,165",24.1,1,0,1,1,0,0,10,0,1.8,1.8,0.5,2.3,25,107,21,0.04,0,0.04,0.04,0.04,0.07,0.02,0.1,0.07,0.1,Matches,2020-2021
14,Iván Alejo,es ESP,"MF,FW",Cádiz,25,1995,22,6,827,9.2,1,1,2,1,0,0,5,0,1.1,1.1,0.8,1.9,46,13,79,0.11,0.11,0.22,0.11,0.22,0.12,0.09,0.21,0.12,0.21,Matches,2020-2021
15,Carles Aleñá,es ESP,MF,Barcelona,22,1998,2,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,7,1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,2020-2021
16,Carles Aleñá,es ESP,"MF,FW",Getafe,22,1998,22,15,"1,366",15.2,2,2,4,2,0,0,1,0,1.7,1.7,2.7,4.3,20,77,51,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29,Matches,2020-2021
17,Alfon,es ESP,MF,Celta Vigo,21,1999,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,1,5,0,0,0,0,0,0.17,0.18,0.35,0.17,0.35,Matches,2020-2021
18,Sergio Álvarez,es ESP,"MF,DF",Eibar,28,1992,27,17,"1,568",17.4,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.8,9,49,15,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,2020-2021
19,Yeray Álvarez,es ESP,DF,Athletic Club,25,1995,23,22,"1,948",21.6,1,0,1,1,0,0,6,0,0.6,0.6,0.5,1.1,19,65,2,0.05,0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches,2020-2021
20,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,18,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
21,Jon Ander Garrido,es ESP,MF,Cádiz,30,1989,23,7,800,8.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,0,22,3,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,2020-2021
22,Marcos André,br BRA,FW,Valladolid,23,1996,23,11,"1,177",13.1,4,1,5,4,0,0,3,0,4.9,4.9,0.7,5.6,26,15,67,0.31,0.08,0.38,0.31,0.38,0.38,0.05,0.43,0.38,0.43,Matches,2020-2021
23,Ángel,es ESP,GK,Granada,18,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
24,José Ángel,es ESP,DF,Eibar,30,1989,14,11,901,10,0,0,0,0,0,0,3,0,0,0,1,1.1,14,55,24,0,0,0,0,0,0,0.1,0.11,0,0.11,Matches,2020-2021
25,Miguel Ángel Rubio,es ESP,DF,Valladolid,22,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches,2020-2021
26,José Antonio Miranda,gq EQG,"MF,DF",Getafe,22,1998,4,0,26,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,0,3,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches,2020-2021
27,Aritz Arambarri,es ESP,DF,Real Sociedad,22,1998,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
28,Mauro Arambarri,uy URU,MF,Getafe,24,1995,34,33,"2,983",33.1,3,0,3,3,0,0,11,0,2.1,2.1,2,4,38,119,50,0.09,0,0.09,0.09,0.09,0.06,0.06,0.12,0.06,0.12,Matches,2020-2021
29,Néstor Araujo,mx MEX,DF,Celta Vigo,28,1991,33,26,"2,426",27,0,0,0,0,0,0,5,0,0.4,0.4,0.8,1.1,26,82,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,2020-2021
30,Ronald Araújo,uy URU,DF,Barcelona,21,1999,24,16,"1,510",16.8,2,1,3,2,0,0,3,0,1.8,1.8,0.2,2,9,43,2,0.12,0.06,0.18,0.12,0.18,0.11,0.01,0.12,0.11,0.12,Matches,2020-2021
31,Anaitz Arbilla,es ESP,DF,Eibar,33,1987,34,30,"2,807",31.2,0,1,1,0,0,0,8,0,1.8,1.8,0.9,2.7,37,173,19,0,0.03,0.03,0,0.03,0.06,0.03,0.09,0.06,0.09,Matches,2020-2021
32,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,21,1999,4,0,47,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,2020-2021
33,Sergio Arribas,es ESP,"MF,FW",Real Madrid,18,2001,8,0,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0.1,8,8,13,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,2020-2021
34,Sergio Asenjo,es ESP,GK,Villarreal,31,1989,36,36,"3,240",36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
35,Marco Asensio,es ESP,"FW,MF",Real Madrid,24,1996,35,21,"1,869",20.8,5,2,7,5,0,0,1,0,3.8,3.8,3.3,7,92,82,166,0.24,0.1,0.34,0.24,0.34,0.18,0.16,0.34,0.18,0.34,Matches,2020-2021
36,Iago Aspas,es ESP,FW,Celta Vigo,32,1987,33,33,"2,864",31.8,14,13,27,9,5,5,9,0,12.4,8.5,9,17.5,93,144,269,0.44,0.41,0.85,0.28,0.69,0.39,0.28,0.67,0.27,0.55,Matches,2020-2021
37,Miguel Atienza,es ESP,MF,Eibar,21,1999,12,9,838,9.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,31,10,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,Matches,2020-2021
38,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,26,1994,8,2,202,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,6,9,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches,2020-2021
39,Ramon Azeez,ng NGA,MF,Granada,27,1992,2,1,101,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,2,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches,2020-2021
40,Carlos Bacca,co COL,FW,Villarreal,33,1986,23,9,786,8.7,5,0,5,5,0,0,1,0,3.2,3.2,1,4.2,11,14,52,0.57,0,0.57,0.57,0.57,0.36,0.12,0.48,0.36,0.48,Matches,2020-2021
41,Édgar Badía,es ESP,GK,Elche,28,1992,30,30,"2,700",30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
42,Alex Baena,es ESP,MF,Villarreal,19,2001,6,2,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,5,12,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,Matches,2020-2021
43,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,20,2000,22,4,543,6,1,0,1,1,0,0,0,0,1.6,1.6,0.7,2.3,9,15,26,0.17,0,0.17,0.17,0.17,0.26,0.12,0.38,0.26,0.38,Matches,2020-2021
44,Mikel Balenziaga,es ESP,DF,Athletic Club,32,1988,23,17,"1,689",18.8,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,28,52,48,0,0.05,0.05,0,0.05,0,0.04,0.05,0,0.05,Matches,2020-2021
45,Barcia,es ESP,DF,Granada,19,2000,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
46,Enis Bardhi,mk MKD,MF,Levante,25,1995,26,19,"1,682",18.7,1,2,3,1,0,0,4,0,2.7,2.7,1.1,3.9,44,117,117,0.05,0.11,0.16,0.05,0.16,0.15,0.06,0.21,0.15,0.21,Matches,2020-2021
47,Kike Barja,es ESP,"MF,FW",Osasuna,23,1997,33,17,"1,433",15.9,2,3,5,2,0,0,2,0,2.6,2.6,2,4.6,46,55,143,0.13,0.19,0.31,0.13,0.31,0.16,0.12,0.29,0.16,0.29,Matches,2020-2021
48,Marc Baró,es ESP,DF,Cádiz,20,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,3,0,2,0,0,0,0,0,0.03,0.14,0.17,0.03,0.17,Matches,2020-2021
49,Antonio Barragán,es ESP,DF,Elche,33,1987,27,26,"2,235",24.8,0,3,3,0,0,0,8,0,0.9,0.9,0.7,1.6,34,69,63,0,0.12,0.12,0,0.12,0.04,0.03,0.07,0.04,0.07,Matches,2020-2021
50,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,18,2001,31,13,"1,307",14.5,3,0,3,3,0,0,7,0,1.9,1.9,1.9,3.8,37,37,106,0.21,0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,Matches,2020-2021
51,Marc Bartra,es ESP,DF,Betis,29,1991,19,19,"1,694",18.8,0,1,1,0,0,0,3,0,0.6,0.6,1,1.6,4,31,4,0,0.05,0.05,0,0.05,0.03,0.05,0.08,0.03,0.08,Matches,2020-2021
52,Álvaro Bastida,es ESP,MF,Cádiz,16,2004,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
53,Rodrigo Battaglia,ar ARG,MF,Alavés,29,1991,32,29,"2,492",27.7,1,0,1,1,0,0,10,1,1.2,1.2,0.2,1.3,22,73,14,0.04,0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches,2020-2021
54,Jon Bautista,es ESP,FW,Real Sociedad,25,1995,21,0,370,4.1,0,1,1,0,0,0,3,0,0.9,0.9,0.3,1.2,5,3,26,0,0.24,0.24,0,0.24,0.23,0.07,0.3,0.23,0.3,Matches,2020-2021
55,Fran Beltrán,es ESP,"MF,FW",Celta Vigo,21,1999,32,13,"1,399",15.5,3,0,3,3,0,0,3,0,1.2,1.2,0.3,1.4,8,55,21,0.19,0,0.19,0.19,0.19,0.08,0.02,0.09,0.08,0.09,Matches,2020-2021
56,Sergio Benito,es ESP,FW,Valladolid,21,1999,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
57,Karim Benzema,fr FRA,FW,Real Madrid,32,1987,34,33,"2,894",32.2,23,9,32,22,1,1,2,0,18.5,17.7,6.4,24.1,107,114,256,0.72,0.28,1,0.68,0.96,0.58,0.2,0.78,0.55,0.75,Matches,2020-2021
58,Yuri Berchiche,es ESP,DF,Athletic Club,30,1990,23,21,"1,682",18.7,1,3,4,1,0,0,3,0,0.9,0.9,2,2.9,55,98,105,0.05,0.16,0.21,0.05,0.21,0.05,0.11,0.15,0.05,0.15,Matches,2020-2021
59,Álex Berenguer,es ESP,"MF,FW",Athletic Club,25,1995,35,27,"2,278",25.3,8,4,12,8,0,0,4,0,6.2,6.2,3.4,9.7,64,85,201,0.32,0.16,0.47,0.32,0.47,0.25,0.14,0.38,0.25,0.38,Matches,2020-2021
60,Pedro Bigas,es ESP,DF,Eibar,29,1990,21,19,"1,529",17,0,0,0,0,0,0,1,0,0.9,0.9,0,0.9,9,42,7,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,2020-2021
61,Alejandro Blanco,es ESP,MF,Valencia,21,1998,13,6,580,6.4,1,0,1,1,0,0,1,0,0.5,0.5,0.5,0.9,17,2,44,0.16,0,0.16,0.16,0.16,0.07,0.07,0.14,0.07,0.14,Matches,2020-2021
62,Antonio Blanco,es ESP,"MF,FW",Real Madrid,20,2000,4,2,220,2.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,18,0,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches,2020-2021
63,Rubén Blanco,es ESP,GK,Celta Vigo,25,1995,19,19,"1,637",18.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
64,Alejandro Blesa,es ESP,MF,Levante,18,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
65,Yann Bodiger,fr FRA,MF,Cádiz,25,1995,9,2,251,2.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,8,5,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,2020-2021
66,Yassine Bounou,ma MAR,GK,Sevilla,29,1991,33,33,"2,970",33,1,0,1,1,0,0,3,0,0.2,0.2,0,0.2,0,0,0,0.03,0,0.03,0.03,0.03,0.01,0,0.01,0.01,0.01,Matches,2020-2021
67,Lucas Boyé,ar ARG,FW,Elche,24,1996,34,32,"2,694",29.9,7,2,9,7,0,0,9,1,5.2,5.2,1.1,6.3,43,54,117,0.23,0.07,0.3,0.23,0.3,0.17,0.04,0.21,0.17,0.21,Matches,2020-2021
68,Martin Braithwaite,dk DEN,FW,Barcelona,29,1991,29,11,"1,175",13.1,2,2,4,2,0,1,3,0,5.4,4.6,2.3,6.9,20,15,91,0.15,0.15,0.31,0.15,0.31,0.41,0.18,0.59,0.35,0.53,Matches,2020-2021
69,Darko Brašanac,rs SRB,MF,Osasuna,28,1992,16,9,909,10.1,2,0,2,2,0,0,4,0,0.9,0.9,0.1,1.1,22,40,46,0.2,0,0.2,0.2,0.2,0.09,0.01,0.11,0.09,0.11,Matches,2020-2021
70,Álvaro Bravo,es ESP,MF,Granada,22,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
71,Claudio Bravo,cl CHI,GK,Betis,37,1983,20,20,"1,800",20,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,2020-2021
72,Yan Brice Eteki,cm CMR,MF,Granada,22,1997,25,16,"1,321",14.7,0,0,0,0,0,0,4,1,0.3,0.3,0.1,0.4,0,24,9,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,2020-2021
73,Juan Brunet,ar ARG,MF,Granada,22,1998,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
74,Ante Budimir,hr CRO,FW,Osasuna,29,1991,30,18,"1,625",18.1,11,0,11,11,0,0,3,0,9.2,9.2,0.8,10,14,29,103,0.61,0,0.61,0.61,0.61,0.51,0.04,0.55,0.51,0.55,Matches,2020-2021
75,Esteban Burgos,ar ARG,DF,Eibar,28,1992,14,12,"1,111",12.3,3,1,4,1,2,3,5,0,3.3,1,0.8,1.8,4,25,0,0.24,0.08,0.32,0.08,0.16,0.27,0.07,0.34,0.08,0.15,Matches,2020-2021
76,Burgui,es ESP,MF,Alavés,26,1993,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,Matches,2020-2021
77,Sergio Busquets,es ESP,MF,Barcelona,32,1988,36,32,"2,517",28,0,5,5,0,0,0,9,0,0.3,0.3,3.2,3.4,25,254,29,0,0.18,0.18,0,0.18,0.01,0.11,0.12,0.01,0.12,Matches,2020-2021
